id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,yr_sold,yr_since_renovation,yr_since_built
4154305290,805000.0,5,3.0,2350,6480,2.0,0.0,4,7,700.0,1924,1962.0,98118,47.558,-122.266,2014,52.0,90
621069113,200000.0,3,1.5,1090,10454,1.0,0.0,3,6,0.0,1963,0.0,98042,47.3425,-122.08200000000001,2014,51.0,51
1523059201,749700.0,3,1.75,2280,77972,1.0,0.0,3,8,820.0,1977,0.0,98059,47.4804,-122.15100000000001,2015,38.0,38
7518504291,535000.0,2,1.0,1520,3360,1.0,0.0,4,7,690.0,1927,0.0,98117,47.6815,-122.382,2014,87.0,87
4058801240,330000.0,3,2.25,1620,7150,1.0,0.0,4,7,340.0,1950,0.0,98178,47.5048,-122.241,2014,64.0,64
2313900165,479200.0,3,2.0,1510,3750,1.5,0.0,4,7,0.0,1928,0.0,98116,47.5737,-122.383,2014,86.0,86
2122059206,373000.0,5,2.5,3001,5710,2.0,0.0,3,8,0.0,2006,0.0,98042,47.3727,-122.177,2014,8.0,8
9282801720,355000.0,4,1.5,2020,6000,1.0,0.0,4,7,1010.0,1953,0.0,98178,47.5019,-122.235,2015,62.0,62
9542840590,275000.0,3,2.0,1380,4500,1.0,0.0,3,7,0.0,2008,0.0,98038,47.3661,-122.021,2014,6.0,6
2493200015,380000.0,3,1.5,1520,4288,1.0,0.0,3,7,500.0,1949,0.0,98136,47.5284,-122.387,2014,65.0,65
9550202870,417000.0,2,1.75,1090,4590,1.0,0.0,4,7,300.0,1915,0.0,98105,47.6677,-122.324,2015,100.0,100
98000750,1170000.0,5,3.75,4220,15959,2.0,0.0,3,11,0.0,2004,0.0,98075,47.5869,-121.96700000000001,2014,10.0,10
7504010900,598500.0,3,2.25,2520,12000,1.0,0.0,3,10,0.0,1978,0.0,98074,47.6381,-122.06200000000001,2014,36.0,36
1370803820,629000.0,3,2.0,1760,5000,1.0,0.0,5,7,800.0,1920,0.0,98199,47.6408,-122.40299999999999,2014,94.0,94
1446401220,226950.0,2,1.0,930,6600,1.0,0.0,3,6,0.0,1957,0.0,98168,47.4868,-122.33,2014,57.0,57
868000615,1230000.0,4,2.5,2600,11542,1.5,0.0,4,9,400.0,1939,0.0,98177,47.7076,-122.37700000000001,2014,75.0,75
6625910100,415000.0,3,2.25,2180,11100,1.0,0.0,5,8,480.0,1979,0.0,98056,47.5162,-122.176,2015,36.0,36
3629870110,595000.0,3,2.5,1910,3075,2.0,0.0,3,8,0.0,2001,0.0,98029,47.5491,-122.005,2015,14.0,14
8651400750,209950.0,3,1.75,1100,5525,1.0,0.0,5,6,0.0,1968,0.0,98042,47.3625,-122.084,2014,46.0,46
925069111,568000.0,3,1.75,1760,235224,1.0,0.0,3,7,0.0,1973,0.0,98053,47.6735,-122.041,2015,42.0,42
3352402250,119900.0,2,1.0,700,3180,1.0,0.0,3,6,220.0,1951,0.0,98178,47.4976,-122.262,2014,63.0,63
4168000110,207000.0,3,1.0,1080,10200,1.0,0.0,4,7,0.0,1962,0.0,98023,47.3215,-122.351,2014,52.0,52
5647900930,195000.0,3,1.0,1070,22489,1.0,0.0,3,7,0.0,1967,0.0,98001,47.3278,-122.262,2014,47.0,47
2523039278,324950.0,3,1.5,1460,8710,1.0,0.0,3,7,0.0,1955,0.0,98166,47.4561,-122.35700000000001,2014,59.0,59
6149700405,210000.0,1,1.0,1050,7583,1.0,0.0,4,6,0.0,1947,0.0,98133,47.7294,-122.34100000000001,2014,67.0,67
203100690,1080000.0,4,2.75,3160,42733,2.0,0.0,3,9,0.0,1995,0.0,98053,47.6367,-121.958,2015,20.0,20
4410600100,325088.0,4,1.0,1400,6739,1.0,0.0,3,7,400.0,1954,0.0,98108,47.5402,-122.29799999999999,2014,60.0,60
3223059303,790000.0,4,3.0,3120,157875,2.0,0.0,4,8,0.0,1977,0.0,98058,47.443999999999996,-122.18700000000001,2015,38.0,38
522069097,150000.0,2,1.0,720,212137,1.0,0.0,3,5,0.0,1982,0.0,98058,47.422,-122.066,2014,32.0,32
2023069059,790000.0,3,3.0,2840,206910,2.0,0.0,3,10,0.0,1999,0.0,98059,47.468999999999994,-122.06299999999999,2014,15.0,15
7987400356,255000.0,2,1.0,1220,2500,1.0,0.0,3,6,450.0,1910,0.0,98126,47.5727,-122.37200000000001,2014,104.0,104
461005360,697000.0,4,3.0,2820,2850,1.5,0.0,5,7,960.0,1928,0.0,98117,47.6813,-122.367,2014,86.0,86
461004195,457500.0,2,1.0,840,5000,1.0,0.0,4,7,0.0,1908,0.0,98117,47.6803,-122.37100000000001,2014,106.0,106
9547204350,690000.0,3,2.0,1610,5100,1.5,0.0,5,8,0.0,1940,0.0,98115,47.6825,-122.307,2014,74.0,74
2331300025,967000.0,4,3.25,1860,4356,2.0,0.0,3,9,0.0,1917,2005.0,98103,47.6785,-122.351,2015,10.0,98
2288000090,980000.0,4,1.75,2260,17711,1.0,0.0,4,9,0.0,1968,0.0,98040,47.5498,-122.214,2015,47.0,47
5525400300,619420.0,4,2.75,2450,14803,2.0,0.0,4,9,0.0,1988,0.0,98059,47.5261,-122.162,2014,26.0,26
9523103001,389000.0,2,1.0,850,3276,1.0,0.0,3,6,0.0,1910,0.0,98103,47.6742,-122.35,2014,104.0,104
5249802460,500000.0,3,1.0,1800,7200,1.0,0.0,3,7,780.0,1964,0.0,98118,47.5616,-122.275,2014,50.0,50
7000100850,569000.0,4,1.75,1230,7890,1.0,0.0,4,7,140.0,1950,0.0,98004,47.5808,-122.189,2014,64.0,64
9477000300,425000.0,4,2.25,2060,8540,1.0,0.0,4,7,520.0,1967,0.0,98034,47.733999999999995,-122.19,2014,47.0,47
8121100265,635000.0,4,2.25,2750,6180,1.0,0.0,4,8,1250.0,1948,0.0,98118,47.5691,-122.28399999999999,2014,66.0,66
2817100900,256500.0,2,1.0,1120,9912,1.0,0.0,4,6,0.0,1980,0.0,98070,47.3735,-122.43,2014,34.0,34
3578700017,695000.0,4,2.5,3010,11393,2.0,0.0,3,8,0.0,2005,0.0,98028,47.7389,-122.221,2015,10.0,10
7550800195,535000.0,4,1.5,1580,5000,1.5,0.0,3,7,190.0,1945,0.0,98107,47.6735,-122.39299999999999,2014,69.0,69
3449900090,454200.0,4,2.5,2630,5379,2.0,0.0,3,8,0.0,2004,0.0,98059,47.4977,-122.163,2015,11.0,11
9232900165,418500.0,2,1.0,790,5800,1.0,0.0,3,6,0.0,1943,0.0,98117,47.6973,-122.36,2015,72.0,72
1137300900,749950.0,4,2.75,3110,35235,2.0,0.0,4,9,0.0,1983,0.0,98072,47.7355,-122.095,2014,31.0,31
2617370090,338500.0,3,1.75,2130,5489,1.0,0.0,3,8,760.0,1999,0.0,98070,47.4489,-122.456,2014,15.0,15
5452301800,1250000.0,4,3.75,4520,9240,1.5,0.0,3,10,1250.0,1992,0.0,98040,47.5897,-122.229,2014,22.0,22
6648760100,299950.0,3,2.5,1600,9830,2.0,0.0,4,8,0.0,1993,0.0,98001,47.339,-122.266,2014,21.0,21
798000337,325000.0,4,1.75,1950,12500,1.0,0.0,3,7,620.0,1963,0.0,98168,47.4999,-122.32700000000001,2014,51.0,51
1737300110,434000.0,4,3.0,2010,8171,2.0,0.0,3,8,0.0,1973,0.0,98011,47.7688,-122.21799999999999,2014,41.0,41
2817800100,328950.0,4,1.75,2550,8976,1.0,0.0,5,7,1250.0,1978,0.0,98058,47.4286,-122.179,2014,36.0,36
5700003640,2100000.0,5,3.75,5340,10655,2.5,0.0,4,10,1600.0,1912,0.0,98144,47.5795,-122.285,2014,102.0,102
824069156,570000.0,4,2.0,2000,46902,2.0,0.0,3,8,0.0,1978,0.0,98075,47.5851,-122.072,2015,37.0,37
1997200165,802000.0,3,2.25,2170,5001,2.0,0.0,3,8,0.0,2014,0.0,98103,47.6937,-122.338,2014,0.0,0
4083301645,525000.0,3,1.0,1550,6840,1.5,0.0,3,7,0.0,1918,0.0,98103,47.6572,-122.335,2014,96.0,96
3880900245,700000.0,6,3.0,2790,4550,2.5,0.0,4,8,0.0,1907,0.0,98119,47.626999999999995,-122.361,2015,108.0,108
1322059002,350000.0,3,1.75,1980,273556,1.0,0.0,3,6,940.0,1956,1999.0,98042,47.4012,-122.11,2015,16.0,59
2426039313,277500.0,2,1.5,1190,1236,3.0,0.0,3,7,0.0,2005,0.0,98133,47.7274,-122.35700000000001,2015,10.0,10
6448000090,1580000.0,5,2.75,3650,20150,1.0,0.0,4,10,1290.0,1975,0.0,98004,47.6215,-122.22399999999999,2014,39.0,39
8005100025,195000.0,3,1.0,1510,4350,1.5,0.0,5,6,0.0,1913,0.0,98022,47.2052,-121.98700000000001,2014,101.0,101
2891000750,222000.0,3,2.0,1200,6074,1.0,0.0,3,7,0.0,1968,0.0,98002,47.325,-122.205,2014,46.0,46
5456000110,865000.0,5,3.0,2830,8854,1.0,0.0,4,8,1330.0,1979,0.0,98040,47.5743,-122.209,2015,36.0,36
5393601050,445000.0,4,2.0,1650,6000,1.0,0.0,5,7,650.0,1959,0.0,98144,47.5834,-122.307,2014,55.0,55
2979801095,495800.0,4,1.5,1710,4600,1.5,0.0,3,7,0.0,1924,0.0,98115,47.6847,-122.318,2014,90.0,90
6840701095,548500.0,3,1.0,1740,4400,1.5,0.0,3,7,0.0,1924,0.0,98122,47.6059,-122.3,2015,91.0,91
2221000100,310000.0,3,1.75,1840,10723,1.0,0.0,4,7,620.0,1974,0.0,98058,47.428999999999995,-122.154,2014,40.0,40
5070000100,205000.0,3,1.5,1820,8585,1.0,0.0,4,7,0.0,1962,0.0,98055,47.4479,-122.213,2014,52.0,52
3793501450,470000.0,5,3.75,3860,6901,2.0,0.0,3,7,0.0,2003,0.0,98038,47.3694,-122.03200000000001,2014,11.0,11
321079066,430000.0,3,1.5,1810,349351,1.5,0.0,3,7,0.0,2002,0.0,98010,47.3392,-121.897,2015,13.0,13
2026049125,310000.0,2,2.0,1030,2271,3.0,0.0,3,7,0.0,1999,0.0,98125,47.7263,-122.314,2015,16.0,16
1844500025,355000.0,4,1.0,1410,7693,1.5,0.0,4,7,0.0,1953,0.0,98133,47.7604,-122.331,2015,62.0,62
3541600405,621500.0,5,2.5,2140,15950,1.0,0.0,4,8,770.0,1968,0.0,98166,47.4797,-122.35799999999999,2015,47.0,47
1823049202,175000.0,6,1.5,1930,8400,1.0,0.0,3,7,900.0,1971,0.0,98146,47.4869,-122.34,2014,43.0,43
1823049202,326000.0,6,1.5,1930,8400,1.0,0.0,3,7,900.0,1971,0.0,98146,47.4869,-122.34,2015,44.0,44
1563100705,690000.0,4,3.5,1930,5400,1.5,0.0,3,7,0.0,1920,0.0,98116,47.5679,-122.40899999999999,2014,94.0,94
7968200090,335000.0,4,2.5,2210,7214,2.0,0.0,3,8,0.0,2003,0.0,98003,47.3554,-122.29799999999999,2014,11.0,11
5379802816,197000.0,4,1.0,1360,11175,1.0,0.0,3,7,0.0,1961,0.0,98188,47.4551,-122.272,2015,54.0,54
3340401570,312500.0,3,1.75,1830,7969,1.0,0.0,3,7,900.0,1950,2008.0,98055,47.4667,-122.214,2014,6.0,64
7300700056,436000.0,3,2.25,2120,6710,1.0,0.0,5,7,700.0,1959,0.0,98155,47.7461,-122.324,2014,55.0,55
1257201130,1020000.0,4,2.5,2700,4590,2.0,0.0,3,8,0.0,2002,0.0,98103,47.6734,-122.329,2014,12.0,12
7526400100,805000.0,4,2.5,3160,35225,2.0,0.0,3,9,910.0,1992,0.0,98006,47.5672,-122.111,2014,22.0,22
7504400750,652427.0,4,2.25,2770,13129,2.0,0.0,4,8,0.0,1979,0.0,98074,47.6268,-122.05,2015,36.0,36
1525059112,1010000.0,3,2.5,2240,41339,1.0,0.0,4,9,0.0,1945,1992.0,98005,47.6483,-122.163,2014,22.0,69
7300410300,355000.0,4,2.5,2570,6466,2.0,0.0,3,9,0.0,1999,0.0,98092,47.3324,-122.17,2014,15.0,15
1326039039,334550.0,2,1.0,880,12000,1.0,0.0,3,7,0.0,1939,0.0,98133,47.7436,-122.35600000000001,2014,75.0,75
8100400110,557500.0,3,2.25,1820,9670,2.0,0.0,3,8,0.0,1984,0.0,98052,47.6382,-122.11,2014,30.0,30
6385900090,277500.0,4,2.25,1660,7184,1.0,0.0,3,7,550.0,1963,0.0,98188,47.4678,-122.294,2014,51.0,51
7229000025,300000.0,4,3.0,2200,10800,1.0,0.0,3,6,0.0,1960,0.0,98058,47.4476,-122.169,2014,54.0,54
6145602355,325000.0,4,1.0,1640,3844,1.5,0.0,4,7,180.0,1928,0.0,98133,47.7017,-122.354,2015,87.0,87
3600057,402500.0,4,2.0,1650,3504,1.0,0.0,3,7,890.0,1951,2013.0,98144,47.5803,-122.294,2015,2.0,64
4040200490,461000.0,3,1.75,1420,5170,1.0,0.0,4,7,0.0,1963,0.0,98007,47.6151,-122.145,2014,51.0,51
2919201095,540000.0,3,1.0,1270,3840,1.5,0.0,3,7,0.0,1926,0.0,98103,47.6896,-122.35700000000001,2015,89.0,89
5248800625,385000.0,3,1.0,1070,4000,1.0,0.0,4,7,0.0,1971,0.0,98108,47.5529,-122.305,2015,44.0,44
1257201295,480000.0,2,1.0,1060,3040,1.0,0.0,3,7,200.0,1924,0.0,98103,47.6725,-122.329,2014,90.0,90
3342700371,539950.0,3,2.25,2190,7149,1.0,0.0,4,8,950.0,1963,0.0,98056,47.5243,-122.204,2014,51.0,51
1724079013,529000.0,3,2.25,1940,217800,2.0,0.0,3,9,0.0,1990,0.0,98024,47.5636,-121.932,2014,24.0,24
2770606822,417000.0,3,2.5,1300,877,2.0,0.0,3,7,240.0,2008,0.0,98199,47.6591,-122.39200000000001,2014,6.0,6
5706201930,405000.0,3,1.5,1330,12500,1.0,0.0,3,7,0.0,1966,0.0,98027,47.5263,-122.051,2015,49.0,49
8731800300,299000.0,3,2.25,1940,9100,1.0,0.0,4,8,310.0,1966,0.0,98023,47.3133,-122.36399999999999,2014,48.0,48
3751600457,299000.0,3,1.75,2100,15480,1.0,0.0,3,7,0.0,1983,0.0,98001,47.2924,-122.271,2014,31.0,31
9169100214,372220.0,3,1.0,1290,5500,1.0,0.0,3,7,310.0,1951,0.0,98136,47.5266,-122.39200000000001,2014,63.0,63
809000820,494400.0,2,1.75,1560,1750,1.0,0.0,4,6,780.0,1904,0.0,98109,47.6347,-122.355,2014,110.0,110
9460000110,280000.0,3,1.75,2630,6500,1.0,0.0,3,7,1300.0,1958,0.0,98055,47.4878,-122.221,2014,56.0,56
7888780090,277950.0,3,2.5,2100,6021,2.0,0.0,3,7,0.0,1992,0.0,98023,47.2917,-122.375,2014,22.0,22
2423059067,770000.0,3,2.75,2070,54557,2.0,0.0,3,8,0.0,1996,0.0,98058,47.4659,-122.116,2014,18.0,18
1331900110,760000.0,4,2.5,2960,28005,2.0,0.0,3,10,0.0,1989,0.0,98072,47.7477,-122.117,2014,25.0,25
6600490300,230000.0,2,2.0,1300,3608,1.0,0.0,3,7,0.0,2004,0.0,98198,47.3623,-122.309,2015,11.0,11
6042000090,525000.0,4,2.5,2520,7731,2.0,0.0,3,9,0.0,1994,0.0,98155,47.7709,-122.29700000000001,2014,20.0,20
7846700850,307000.0,3,1.0,1150,6000,1.5,0.0,3,7,0.0,1927,0.0,98045,47.4963,-121.787,2014,87.0,87
5381600110,253779.0,4,2.0,2030,9600,1.5,0.0,3,6,600.0,1947,0.0,98188,47.4459,-122.272,2014,67.0,67
3459100300,405000.0,3,1.5,1880,7400,1.0,0.0,3,8,400.0,1968,0.0,98155,47.7743,-122.27,2014,46.0,46
8151600590,360000.0,2,1.0,2320,11250,2.0,0.0,4,6,0.0,1942,0.0,98146,47.504,-122.36200000000001,2015,73.0,73
7936000252,521000.0,2,1.0,1050,7500,1.5,0.0,4,6,0.0,1910,0.0,98116,47.5577,-122.399,2015,105.0,105
2825059256,680000.0,4,2.5,3030,13068,2.0,0.0,3,9,0.0,1978,0.0,98005,47.6313,-122.17200000000001,2014,36.0,36
1925069006,355000.0,1,0.75,530,33278,1.0,0.0,4,4,0.0,1950,0.0,98074,47.6412,-122.079,2014,64.0,64
1274500300,200000.0,3,1.5,1090,9600,1.0,0.0,4,7,0.0,1968,0.0,98042,47.3639,-122.109,2014,46.0,46
7129304085,330000.0,3,2.25,2220,4060,1.0,0.0,3,7,890.0,1993,0.0,98118,47.5188,-122.265,2014,21.0,21
104540820,221000.0,3,2.25,1430,5999,2.0,0.0,3,7,0.0,1987,0.0,98023,47.3116,-122.35799999999999,2014,27.0,27
9272200090,1600000.0,4,4.5,3780,6000,2.0,0.0,4,11,1010.0,1910,1977.0,98116,47.5922,-122.38799999999999,2015,38.0,105
1787600164,310000.0,2,1.0,1560,4920,1.0,0.0,4,6,780.0,1947,0.0,98125,47.7248,-122.325,2014,67.0,67
8127700215,862000.0,4,2.25,2220,4200,1.5,0.0,5,8,910.0,1932,0.0,98199,47.6418,-122.39399999999999,2015,83.0,83
7348200115,200000.0,3,1.5,1140,8340,1.0,0.0,3,7,0.0,1960,0.0,98168,47.4773,-122.28,2014,54.0,54
7752200100,630000.0,4,2.5,2540,11100,1.0,0.0,5,7,0.0,1957,0.0,98008,47.6317,-122.124,2014,57.0,57
3904901570,432250.0,3,2.25,1440,6232,2.0,0.0,3,7,0.0,1985,0.0,98029,47.5658,-122.01799999999999,2015,30.0,30
1238501116,478000.0,3,2.25,1570,9500,1.0,0.0,4,7,500.0,1977,0.0,98033,47.6843,-122.185,2015,38.0,38
9392500100,249000.0,4,2.25,1860,9576,1.0,0.0,3,7,460.0,1962,0.0,98032,47.3612,-122.28399999999999,2014,52.0,52
7857003465,495000.0,5,3.0,2440,4750,1.0,0.0,3,9,990.0,2006,0.0,98108,47.5485,-122.302,2014,8.0,8
4038700930,630000.0,4,2.5,2100,8800,1.0,0.0,4,7,860.0,1960,0.0,98008,47.6146,-122.11399999999999,2014,54.0,54
6979920090,550000.0,4,2.5,2150,27540,2.0,0.0,3,8,0.0,1997,0.0,98053,47.637,-121.969,2014,17.0,17
1515920090,350000.0,3,2.5,2440,18674,2.0,0.0,4,8,0.0,1994,0.0,98042,47.3672,-122.126,2014,20.0,20
2473100090,270000.0,5,1.5,1930,7480,2.0,0.0,3,7,0.0,1966,0.0,98058,47.4503,-122.15700000000001,2014,48.0,48
6402700100,488250.0,4,2.0,1830,9610,1.0,0.0,3,7,0.0,1963,0.0,98033,47.695,-122.176,2014,51.0,51
104530490,248000.0,4,3.5,1850,6519,2.0,0.0,3,7,720.0,1986,0.0,98023,47.3087,-122.354,2014,28.0,28
2487200940,889000.0,4,3.5,3210,5000,3.0,0.0,3,9,0.0,2014,0.0,98136,47.5203,-122.39299999999999,2014,0.0,0
6132600315,375000.0,1,1.0,1090,5250,1.0,0.0,3,6,110.0,1927,0.0,98117,47.6999,-122.391,2014,87.0,87
6848200475,933000.0,3,1.5,1870,3300,2.0,0.0,3,7,0.0,1906,0.0,98102,47.6221,-122.325,2014,108.0,108
2141310490,625000.0,3,2.25,1920,8412,1.0,0.0,3,8,460.0,1977,0.0,98006,47.5578,-122.132,2015,38.0,38
7571200110,328000.0,2,1.0,700,4350,1.0,0.0,3,6,0.0,1943,0.0,98116,47.5577,-122.391,2014,71.0,71
5072300100,470000.0,4,2.25,3380,9900,1.0,0.0,4,8,1690.0,1969,0.0,98166,47.4438,-122.34,2014,45.0,45
3342103148,502500.0,5,2.5,2430,6168,2.0,0.0,3,8,0.0,2007,0.0,98056,47.5237,-122.199,2015,8.0,8
1770000090,484000.0,3,1.75,1950,17400,1.0,0.0,3,7,740.0,1976,0.0,98072,47.7424,-122.09100000000001,2015,39.0,39
8658303585,252500.0,2,1.0,900,7500,1.0,0.0,4,6,0.0,1961,0.0,98014,47.6481,-121.916,2014,53.0,53
1115400090,610000.0,3,2.5,2060,8893,2.0,0.0,3,8,0.0,1987,0.0,98006,47.5615,-122.165,2014,27.0,27
4400800061,419000.0,4,2.0,2180,10447,1.0,0.0,4,8,900.0,1969,0.0,98155,47.7675,-122.279,2014,45.0,45
4137000590,322500.0,4,2.25,2140,9377,2.0,0.0,4,8,0.0,1986,0.0,98092,47.2649,-122.21799999999999,2014,28.0,28
809000945,563000.0,6,1.0,1730,2760,1.5,0.0,3,7,480.0,1918,0.0,98109,47.6342,-122.353,2015,97.0,97
4397000100,464000.0,4,2.5,3140,12591,2.0,0.0,3,9,0.0,1993,0.0,98042,47.3826,-122.146,2015,22.0,22
3426049031,870000.0,4,4.25,3010,4887,2.0,0.0,4,10,1070.0,1951,0.0,98115,47.6933,-122.272,2014,63.0,63
4310702775,280000.0,2,1.5,800,1196,2.0,0.0,3,8,0.0,2003,0.0,98103,47.6972,-122.34100000000001,2015,12.0,12
8965450110,850000.0,3,2.5,3300,11570,2.0,0.0,3,9,0.0,1994,0.0,98006,47.5599,-122.12100000000001,2014,20.0,20
2887700805,458950.0,2,1.0,1530,4370,1.0,0.0,3,7,400.0,1946,0.0,98115,47.6888,-122.30799999999999,2014,68.0,68
1446401460,122000.0,2,1.0,760,5280,1.0,0.0,3,6,0.0,1946,0.0,98168,47.483000000000004,-122.33,2015,69.0,69
225039175,525000.0,5,3.0,2450,4591,2.0,0.0,3,7,0.0,1994,0.0,98117,47.6828,-122.38799999999999,2014,20.0,20
1151100165,286300.0,2,1.0,1000,31838,1.0,0.0,3,7,0.0,1962,0.0,98045,47.4789,-121.779,2014,52.0,52
4330600301,218450.0,2,1.0,840,7425,1.0,0.0,4,6,0.0,1952,0.0,98166,47.4749,-122.339,2014,62.0,62
2767602141,525000.0,3,1.5,1380,4290,1.0,0.0,3,7,300.0,1955,0.0,98107,47.674,-122.37899999999999,2014,59.0,59
2767602141,650000.0,3,1.5,1380,4290,1.0,0.0,3,7,300.0,1955,0.0,98107,47.674,-122.37899999999999,2014,59.0,59
2223089048,356000.0,4,2.0,2020,48693,1.5,0.0,3,7,0.0,1949,0.0,98045,47.4646,-121.759,2014,65.0,65
3693900985,436500.0,2,1.0,1260,5000,1.0,0.0,3,7,220.0,1951,0.0,98117,47.6782,-122.397,2014,63.0,63
3574801790,410000.0,3,1.75,1440,7112,1.0,0.0,3,7,260.0,1979,0.0,98034,47.7304,-122.227,2014,35.0,35
2568800121,512500.0,4,1.75,1540,8311,1.0,0.0,4,7,0.0,1950,0.0,98125,47.7046,-122.29299999999999,2014,64.0,64
5249804560,510000.0,4,1.0,1060,7200,1.0,0.0,3,6,180.0,1925,0.0,98118,47.5591,-122.26799999999999,2014,89.0,89
7811100100,566000.0,4,1.75,1900,10297,1.0,0.0,4,8,0.0,1966,0.0,98005,47.5944,-122.155,2014,48.0,48
6116500300,525000.0,3,1.75,2870,26500,1.5,0.0,3,8,0.0,1948,1981.0,98166,47.4485,-122.355,2014,33.0,66
2489200165,435000.0,3,1.0,1050,5500,1.0,0.0,3,6,120.0,1920,0.0,98126,47.5402,-122.38,2014,94.0,94
425079100,406500.0,3,2.75,1840,68479,1.0,0.0,3,8,500.0,1989,0.0,98014,47.6802,-121.90799999999999,2014,25.0,25
1828001220,550000.0,5,2.75,3000,9473,1.0,0.0,3,8,1500.0,1966,0.0,98052,47.6567,-122.13,2014,48.0,48
5602000025,251000.0,3,2.0,1200,10212,1.5,0.0,5,6,0.0,1949,0.0,98022,47.206,-121.99799999999999,2015,66.0,66
191101015,830000.0,3,1.5,1840,10125,1.0,0.0,4,8,620.0,1959,0.0,98040,47.5607,-122.21700000000001,2014,55.0,55
4249000100,803000.0,4,2.5,2790,7673,2.0,0.0,3,9,0.0,1989,0.0,98052,47.6692,-122.13600000000001,2015,26.0,26
7877400266,206000.0,3,1.0,970,9360,1.0,0.0,4,5,0.0,1942,0.0,98002,47.2808,-122.225,2015,73.0,73
7657000165,200000.0,4,1.0,1070,7467,1.5,0.0,3,7,0.0,1944,0.0,98178,47.4942,-122.235,2014,70.0,70
4302200535,219000.0,2,1.0,900,5160,1.0,0.0,3,6,0.0,1952,0.0,98106,47.525,-122.35600000000001,2014,62.0,62
369000881,777000.0,4,4.0,2680,6000,1.0,0.0,3,7,1300.0,1962,2014.0,98199,47.6557,-122.38799999999999,2014,0.0,52
7527200110,593700.0,3,2.5,2000,22000,2.0,0.0,3,8,0.0,1979,0.0,98075,47.59,-122.081,2015,36.0,36
1561600025,712500.0,3,1.5,1660,8797,1.0,0.0,4,7,0.0,1956,0.0,98004,47.5892,-122.20200000000001,2014,58.0,58
2813100100,600000.0,4,1.5,1770,6014,1.5,0.0,4,7,530.0,1946,0.0,98116,47.5773,-122.39299999999999,2014,68.0,68
3179100755,554663.0,3,2.0,1230,6802,1.5,0.0,3,7,0.0,1940,0.0,98105,47.6712,-122.279,2015,75.0,75
1422700110,267000.0,3,1.0,1740,10875,1.0,0.0,4,7,720.0,1962,0.0,98188,47.4682,-122.28299999999999,2014,52.0,52
1075100090,390000.0,3,2.0,1710,8910,1.0,0.0,5,7,0.0,1953,0.0,98133,47.7719,-122.338,2014,61.0,61
7338402690,335000.0,6,2.0,2020,7071,1.0,0.0,3,7,1010.0,1979,0.0,98108,47.5329,-122.294,2015,36.0,36
5451210100,938000.0,4,2.5,2410,9886,1.0,0.0,5,8,420.0,1975,0.0,98040,47.5351,-122.223,2015,40.0,40
7523900300,370000.0,4,2.75,2310,14745,1.0,0.0,3,7,900.0,1993,0.0,98198,47.376999999999995,-122.31,2015,22.0,22
7237300090,335000.0,5,2.5,2400,4548,2.0,0.0,3,7,0.0,2003,0.0,98042,47.371,-122.12700000000001,2015,12.0,12
4083303815,695000.0,5,2.0,3160,3990,1.5,0.0,3,7,1290.0,1923,0.0,98103,47.653999999999996,-122.337,2015,92.0,92
6117501015,387500.0,3,1.0,1560,14333,1.0,0.0,4,7,0.0,1953,0.0,98166,47.431999999999995,-122.348,2014,61.0,61
6700390100,245000.0,3,2.5,1770,6187,2.0,0.0,3,7,0.0,1992,0.0,98031,47.4034,-122.189,2015,23.0,23
7334401450,308550.0,3,2.0,1600,13200,1.0,0.0,3,7,0.0,1990,0.0,98045,47.4656,-121.756,2014,24.0,24
8588000315,225000.0,3,1.75,1330,13102,1.0,0.0,3,7,0.0,1968,0.0,98003,47.3172,-122.322,2014,46.0,46
3121500100,715000.0,4,2.5,2970,29163,2.0,0.0,3,9,0.0,1993,0.0,98053,47.6717,-122.025,2014,21.0,21
726049202,335000.0,3,1.0,1020,10200,1.0,0.0,4,7,0.0,1954,0.0,98133,47.7503,-122.348,2015,61.0,61
3629760110,634000.0,3,2.5,2490,4904,2.0,0.0,3,9,0.0,2003,0.0,98029,47.5451,-122.014,2014,11.0,11
8692800025,337500.0,5,2.0,1700,7314,1.0,0.0,3,7,700.0,1956,0.0,98108,47.549,-122.305,2014,58.0,58
4392200165,440000.0,1,1.0,850,6567,1.0,0.0,4,6,0.0,1940,0.0,98010,47.327,-122.039,2014,74.0,74
1023089228,350000.0,3,1.75,1250,13775,1.0,0.0,3,7,0.0,1990,0.0,98045,47.4981,-121.772,2014,24.0,24
7625702615,400000.0,2,1.0,610,4560,1.0,0.0,3,5,0.0,1918,0.0,98136,47.5498,-122.383,2015,97.0,97
8081030090,1290000.0,4,3.5,3700,13175,2.0,0.0,4,11,0.0,1989,0.0,98006,47.5471,-122.133,2014,25.0,25
2201500490,435000.0,3,1.0,950,10080,1.0,0.0,4,7,0.0,1954,0.0,98006,47.571999999999996,-122.139,2015,61.0,61
7853250090,681000.0,4,2.5,3860,5130,2.0,0.0,3,8,930.0,2004,0.0,98065,47.5387,-121.87899999999999,2014,10.0,10
7133300044,397000.0,3,3.5,1360,1275,2.0,0.0,3,8,120.0,2007,0.0,98144,47.5904,-122.315,2014,7.0,7
